Data from fringes_sample_Subt2__0__13-47-47-776.txt Node

Date: Wed Jun 24 13:47:47 CEST 2026
User: r.user
Spectrometer: QEP10070
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
770.235	0.625
770.318	-0.375
770.401	-0.375
770.483	-3.375
770.566	1229.625
770.648	1209.625
770.731	1228.625
770.813	1199.625
770.895	1195.625
770.978	1189.625
771.06	1195.625
771.143	1233.625
771.225	1275.625
771.307	1268.625
771.389	1264.625
771.472	1235.625
771.554	1207.625
771.636	1201.625
771.718	1191.625
771.8	1197.625
771.882	1258.625
771.964	1262.625
772.046	1240.625
772.128	1241.625
772.21	1230.625
772.292	1227.625
772.374	1224.625
772.456	1250.625
772.538	1257.625
772.62	1264.625
772.701	1259.625
772.783	1262.625
772.865	1260.625
772.947	1289.625
773.028	1345.625
773.11	1415.625
773.191	1484.625
773.273	1517.625
773.355	1546.625
773.436	1565.625
773.518	1571.625
773.599	1592.625
773.68	1608.625
773.762	1657.625
773.843	1672.625
773.925	1667.625
774.006	1651.625
774.087	1622.625
774.168	1567.625
774.25	1582.625
774.331	1616.625
774.412	1640.625
774.493	1719.625
774.574	1733.625
774.655	1718.625
774.736	1692.625
774.817	1635.625
774.898	1611.625
774.979	1607.625
775.06	1666.625
775.141	1718.625
775.222	1778.625
775.303	1770.625
775.384	1735.625
775.464	1668.625
775.545	1612.625
775.626	1581.625
775.707	1646.625
775.787	1716.625
775.868	1866.625
775.949	1903.625
776.029	1878.625
776.11	1820.625
776.19	1768.625
776.271	1694.625
776.351	1686.625
776.432	1741.625
776.512	1870.625
776.592	1950.625
776.673	1990.625
776.753	1965.625
776.833	1889.625
776.914	1790.625
776.994	1721.625
777.074	1731.625
777.154	1730.625
777.234	1763.625
777.314	1838.625
777.395	1832.625
777.475	1771.625
777.555	1686.625
777.635	1609.625
777.715	1547.625
777.795	1529.625
777.874	1561.625
777.954	1562.625
778.034	1636.625
778.114	1699.625
778.194	1763.625
778.274	1866.625
778.353	1918.625
778.433	1993.625
778.513	1961.625
778.592	2028.625
778.672	1963.625
778.751	2034.625
778.831	2126.625
778.911	2291.625
778.99	2560.625
779.07	2639.625
779.149	2887.625
779.228	2880.625
779.308	2948.625
779.387	3011.625
779.466	3024.625
779.546	3288.625
779.625	3459.625
779.704	3766.625
779.783	3983.625
779.863	3982.625
779.942	4080.625
780.021	4050.625
780.1	4137.625
780.179	4579.625
780.258	4973.625
780.337	5478.625
780.416	6069.625
780.495	6288.625
780.574	6534.625
780.653	6357.625
780.732	5921.625
780.81	5744.625
780.889	5943.625
780.968	6277.625
781.047	6727.625
781.125	7065.625
781.204	7305.625
781.283	7407.625
781.361	7446.625
781.44	7605.625
781.519	7964.625
781.597	8526.625
781.676	8900.625
781.754	9115.625
781.832	8859.625
781.911	8376.625
781.989	7985.625
782.068	8197.625
782.146	9232.625
782.224	10954.625
782.303	12856.625
782.381	14170.625
782.459	14314.625
782.537	12836.625
782.615	10294.625
782.693	7693.625
782.772	6180.625
782.85	6576.625
782.928	9071.625
783.006	12811.625
783.084	16311.625
783.162	18145.625
783.239	17583.625
783.317	14861.625
783.395	11051.625
783.473	7990.625
783.551	7204.625
783.629	9135.625
783.706	13149.625
783.784	17501.625
783.862	20508.625
783.939	20487.625
784.017	17753.625
784.095	13555.625
784.172	9725.625
784.25	8316.625
784.327	10073.625
784.405	14320.625
784.482	19225.625
784.56	22644.625
784.637	23042.625
784.714	20097.625
784.792	15397.625
784.869	11093.625
784.946	9543.625
785.023	11287.625
785.101	15931.625
785.178	21273.625
785.255	24773.625
785.332	24971.625
785.409	21781.625
785.486	16540.625
785.563	12076.625
785.64	10505.625
785.717	12657.625
785.794	17682.625
785.871	23209.625
785.948	26809.625
786.025	26470.625
786.102	22601.625
786.179	17021.625
786.255	12467.625
786.332	11056.625
786.409	13840.625
786.486	19288.625
786.562	25168.625
786.639	28462.625
786.715	27779.625
786.792	23493.625
786.869	17496.625
786.945	12844.625
787.022	11809.625
787.098	15055.625
787.174	21029.625
787.251	26976.625
787.327	30204.625
787.404	29036.625
787.48	24215.625
787.556	17985.625
787.632	13439.625
787.709	12736.625
787.785	16448.625
787.861	22975.625
787.937	29077.625
788.013	31783.625
788.089	30172.625
788.165	24859.625
788.241	18339.625
788.317	13838.625
788.393	13766.625
788.469	17929.625
788.545	24337.625
788.621	30399.625
788.697	32818.625
788.773	30488.625
788.848	24699.625
788.924	18163.625
789	14101.625
789.076	14557.625
789.151	19134.625
789.227	25805.625
789.302	31429.625
789.378	33144.625
789.454	30498.625
789.529	24245.625
789.605	17933.625
789.68	14237.625
789.755	15193.625
789.831	20235.625
789.906	26826.625
789.982	32014.625
790.057	33253.625
790.132	29846.625
790.207	23579.625
790.283	17425.625
790.358	14449.625
790.433	15958.625
790.508	21058.625
790.583	27629.625
790.658	32351.625
790.733	32794.625
790.808	28987.625
790.883	22909.625
790.958	17060.625
791.033	14717.625
791.108	16588.625
791.183	22097.625
791.258	28367.625
791.333	32438.625
791.408	32476.625
791.482	28347.625
791.557	22041.625
791.632	16787.625
791.706	15042.625
791.781	17598.625
791.856	23387.625
791.93	29446.625
792.005	32916.625
792.079	32125.625
792.154	27647.625
792.228	21385.625
792.303	16495.625
792.377	15314.625
792.452	18314.625
792.526	24084.625
792.6	29877.625
792.674	32921.625
792.749	31622.625
792.823	26617.625
792.897	20522.625
792.971	16030.625
793.045	15351.625
793.12	18823.625
793.194	24478.625
793.268	29815.625
793.342	32101.625
793.416	30442.625
793.49	25432.625
793.564	19678.625
793.638	15703.625
793.711	15541.625
793.785	19155.625
793.859	24970.625
793.933	29887.625
794.007	31771.625
794.08	29682.625
794.154	24464.625
794.228	18970.625
794.301	15513.625
794.375	15920.625
794.449	19841.625
794.522	25518.625
794.596	30111.625
794.669	31398.625
794.743	28900.625
794.816	23883.625
794.89	18445.625
794.963	15519.625
795.036	16302.625
795.11	20464.625
795.183	26117.625
795.256	30431.625
795.329	31360.625
795.403	28468.625
795.476	23303.625
795.549	18120.625
795.622	15545.625
795.695	16670.625
795.768	21111.625
795.841	26685.625
795.914	30506.625
795.987	31015.625
796.06	28068.625
796.133	22685.625
796.206	17818.625
796.279	15358.625
796.352	17020.625
796.424	21514.625
796.497	26923.625
796.57	30441.625
796.643	30732.625
796.715	27389.625
796.788	22207.625
796.861	17408.625
796.933	15365.625
797.006	17085.625
797.078	21614.625
797.151	26912.625
797.223	30212.625
797.296	30228.625
797.368	26742.625
797.441	21607.625
797.513	16954.625
797.585	15358.625
797.658	17241.625
797.73	21789.625
797.802	26922.625
797.874	30230.625
797.946	30024.625
798.019	26489.625
798.091	21374.625
798.163	16917.625
798.235	15440.625
798.307	17534.625
798.379	22197.625
798.451	27261.625
798.523	30429.625
798.595	30102.625
798.667	26531.625
798.739	21423.625
798.81	17105.625
798.882	15669.625
798.954	17867.625
799.026	22653.625
799.097	27839.625
799.169	31028.625
799.241	30553.625
799.312	26895.625
799.384	21554.625
799.456	17344.625
799.527	15932.625
799.599	18215.625
799.67	23100.625
799.742	28190.625
799.813	31102.625
799.884	30620.625
799.956	26898.625
800.027	21520.625
800.098	17302.625
800.17	15923.625
800.241	18229.625
800.312	23202.625
800.383	28188.625
800.454	31133.625
800.526	30704.625
800.597	26914.625
800.668	21645.625
800.739	17369.625
800.81	16037.625
800.881	18263.625
800.952	22744.625
801.023	27987.625
801.094	31031.625
801.164	30626.625
801.235	27077.625
801.306	21936.625
801.377	17559.625
801.448	16022.625
801.518	18126.625
801.589	22802.625
801.66	27809.625
801.73	31076.625
801.801	30846.625
801.871	27392.625
801.942	22257.625
802.013	17930.625
802.083	16245.625
802.153	18128.625
802.224	22649.625
802.294	27854.625
802.365	31225.625
802.435	31335.625
802.505	27971.625
802.576	22991.625
802.646	18469.625
802.716	16579.625
802.786	18141.625
802.856	22597.625
802.927	27781.625
802.997	31512.625
803.067	31973.625
803.137	28844.625
803.207	23851.625
803.277	19167.625
803.347	16924.625
803.417	18246.625
803.487	22379.625
803.556	27697.625
803.626	31527.625
803.696	32218.625
803.766	29668.625
803.836	24617.625
803.905	19759.625
803.975	17147.625
804.045	17946.625
804.114	21965.625
804.184	27200.625
804.254	31297.625
804.323	32265.625
804.393	29877.625
804.462	25160.625
804.532	20222.625
804.601	17110.625
804.67	17529.625
804.74	20981.625
804.809	25987.625
804.878	30463.625
804.948	32070.625
805.017	30367.625
805.086	25865.625
805.155	20820.625
805.225	17328.625
805.294	17040.625
805.363	19963.625
805.432	24920.625
805.501	29627.625
805.57	31778.625
805.639	30909.625
805.708	26980.625
805.777	21942.625
805.846	18042.625
805.915	17054.625
805.984	19253.625
806.052	23964.625
806.121	28816.625
806.19	31612.625
806.259	31445.625
806.327	27977.625
806.396	23031.625
806.465	18833.625
806.533	17135.625
806.602	18710.625
806.67	22970.625
806.739	27980.625
