Data from fringes_Subt2__0__13-47-11-375.txt Node

Date: Wed Jun 24 13:47:11 CEST 2026
User: r.user
Spectrometer: QEP10070
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1044
>>>>>Begin Spectral Data<<<<<
770.235	-3
770.318	1
770.401	-1
770.483	4
770.566	1191
770.648	1174
770.731	1223
770.813	1234
770.895	1256
770.978	1243
771.06	1243
771.143	1218
771.225	1203
771.307	1224
771.389	1237
771.472	1243
771.554	1276
771.636	1272
771.718	1254
771.8	1222
771.882	1220
771.964	1221
772.046	1207
772.128	1264
772.21	1260
772.292	1283
772.374	1273
772.456	1260
772.538	1260
772.62	1227
772.701	1243
772.783	1238
772.865	1311
772.947	1337
773.028	1346
773.11	1404
773.191	1433
773.273	1451
773.355	1534
773.436	1571
773.518	1659
773.599	1685
773.68	1690
773.762	1638
773.843	1595
773.925	1575
774.006	1600
774.087	1656
774.168	1681
774.25	1727
774.331	1720
774.412	1659
774.493	1615
774.574	1579
774.655	1605
774.736	1687
774.817	1745
774.898	1814
774.979	1773
775.06	1712
775.141	1637
775.222	1562
775.303	1583
775.384	1648
775.464	1733
775.545	1826
775.626	1845
775.707	1835
775.787	1765
775.868	1676
775.949	1628
776.029	1640
776.11	1721
776.19	1849
776.271	1939
776.351	1972
776.432	1950
776.512	1833
776.592	1763
776.673	1740
776.753	1776
776.833	1846
776.914	1928
776.994	2005
777.074	2005
777.154	1875
777.234	1753
777.314	1638
777.395	1568
777.475	1542
777.555	1604
777.635	1643
777.715	1690
777.795	1725
777.874	1733
777.954	1719
778.034	1706
778.114	1678
778.194	1662
778.274	1664
778.353	1694
778.433	1739
778.513	1925
778.592	2001
778.672	2298
778.751	2352
778.831	2453
778.911	2468
778.99	2392
779.07	2487
779.149	2433
779.228	2761
779.308	2975
779.387	3219
779.466	3443
779.546	3418
779.625	3549
779.704	3513
779.783	3567
779.863	3957
779.942	4101
780.021	4554
780.1	4728
780.179	4615
780.258	4546
780.337	4275
780.416	4078
780.495	4161
780.574	4432
780.653	5070
780.732	5976
780.81	6592
780.889	6881
780.968	6848
781.047	6721
781.125	6765
781.204	6996
781.283	7403
781.361	7760
781.44	8045
781.519	8142
781.597	8057
781.676	8031
781.754	8427
781.832	9166
781.911	10258
781.989	11044
782.068	11128
782.146	10258
782.224	8556
782.303	6998
782.381	6162
782.459	6703
782.537	9064
782.615	12436
782.693	15637
782.772	17366
782.85	16768
782.928	14108
783.006	10317
783.084	7044
783.162	5897
783.239	7488
783.317	11481
783.395	16180
783.473	19492
783.551	20223
783.629	17750
783.706	13482
783.784	9209
783.862	6946
783.939	8132
784.017	12173
784.095	17557
784.172	21710
784.25	22941
784.327	20619
784.405	15761
784.482	10811
784.56	8120
784.637	9243
784.714	13669
784.792	19492
784.869	24058
784.946	25288
785.023	22578
785.101	17217
785.178	11910
785.255	9185
785.332	10526
785.409	15380
785.486	21684
785.563	26232
785.64	27122
785.717	23836
785.794	17864
785.871	12319
785.948	9903
786.025	11727
786.102	17242
786.179	23744
786.255	28191
786.332	28499
786.409	24392
786.486	17967
786.562	12501
786.639	10369
786.715	12931
786.792	19125
786.869	25939
786.945	30304
787.022	29851
787.098	25105
787.174	18184
787.251	12628
787.327	11002
787.404	14346
787.48	21174
787.556	28324
787.632	32007
787.709	31152
787.785	25701
787.861	18411
787.937	13012
788.013	11850
788.089	15894
788.165	23130
788.241	30338
788.317	33741
788.393	31945
788.469	25597
788.545	18246
788.621	13108
788.697	12858
788.773	17522
788.848	25100
788.924	31852
789	34549
789.076	31903
789.151	25104
789.227	17615
789.302	13080
789.378	13643
789.454	19073
789.529	26695
789.605	32908
789.68	34637
789.755	31192
789.831	24154
789.906	16916
789.982	13012
790.057	14390
790.132	20398
790.207	27896
790.283	33589
790.358	34615
790.433	30377
790.508	23118
790.583	16270
790.658	13160
790.733	15275
790.808	21653
790.883	29065
790.958	33961
791.033	33982
791.108	29167
791.183	21837
791.258	15530
791.333	13439
791.408	16396
791.482	23114
791.557	30353
791.632	34572
791.706	33649
791.781	28192
791.856	20913
791.93	15196
792.005	13819
792.079	17477
792.154	24579
792.228	31320
792.303	34773
792.377	32902
792.452	27081
792.526	19767
792.6	14646
792.674	14211
792.749	18468
792.823	25438
792.897	31716
792.971	34169
793.045	31797
793.12	25510
793.194	18577
793.268	14109
793.342	14436
793.416	19181
793.49	26083
793.564	31938
793.638	33720
793.711	30570
793.785	24217
793.859	17640
793.933	13908
794.007	14874
794.08	19989
794.154	26824
794.228	32044
794.301	33149
794.375	29518
794.449	23058
794.522	16871
794.596	13818
794.669	15455
794.743	20989
794.816	27833
794.89	32473
794.963	32812
795.036	28619
795.11	22082
795.183	16050
795.256	13746
795.329	16084
795.403	22012
795.476	28744
795.549	32746
795.622	32536
795.695	28011
795.768	21233
795.841	15669
795.914	13863
795.987	16694
796.06	22797
796.133	29137
796.206	32855
796.279	32086
796.352	27068
796.424	20440
796.497	15169
796.57	13992
796.643	17191
796.715	23416
796.788	29548
796.861	32762
796.933	31254
797.006	26211
797.078	19558
797.151	14741
797.223	13839
797.296	17493
797.368	23700
797.441	29683
797.513	32552
797.585	30740
797.658	25335
797.73	18933
797.802	14380
797.874	14071
797.946	17914
798.019	24332
798.091	30037
798.163	32576
798.235	30539
798.307	24960
798.379	18572
798.451	14348
798.523	14350
798.595	18513
798.667	25024
798.739	30755
798.81	32931
798.882	30638
798.954	24851
799.026	18422
799.097	14376
799.169	14730
799.241	19132
799.312	25873
799.384	31457
799.456	33486
799.527	30818
799.599	24955
799.67	18385
799.742	14426
799.813	14899
799.884	19568
799.956	26183
800.027	31649
800.098	33272
800.17	30451
800.241	24559
800.312	18240
800.383	14392
800.454	14933
800.526	19713
800.597	26391
800.668	31842
800.739	33449
800.81	30493
800.881	24576
800.952	18144
801.023	14409
801.094	14999
801.164	19595
801.235	26413
801.306	31813
801.377	33506
801.448	30564
801.518	24631
801.589	18145
801.66	14398
801.73	14979
801.801	19743
801.871	26542
801.942	31973
802.013	33930
802.083	30959
802.153	24915
802.224	18561
802.294	14556
802.365	15134
802.435	19824
802.505	26620
802.576	32328
802.646	34345
802.716	31608
802.786	25613
802.856	19018
802.927	14901
802.997	15248
803.067	19772
803.137	26674
803.207	32566
803.277	34847
803.347	32489
803.417	26442
803.487	19701
803.556	15264
803.626	15160
803.696	19560
803.766	26543
803.836	32532
803.905	35135
803.975	32935
804.045	27150
804.114	20193
804.184	15537
804.254	14999
804.323	18941
804.393	25666
804.462	31643
804.532	34783
804.601	33133
804.67	27651
804.74	20828
804.809	15775
804.878	14733
804.948	18141
805.017	24494
805.086	30826
805.155	34255
805.225	33311
805.294	28417
805.363	21757
805.432	16220
805.501	14557
805.57	17476
805.639	23532
805.708	30015
805.777	33880
805.846	33895
805.915	29460
805.984	22713
806.052	17014
806.121	14661
806.19	16891
806.259	22481
806.327	29209
806.396	33702
806.465	34276
806.533	30459
806.602	24133
806.67	17934
806.739	14870
806.807	16292
806.876	21408
806.944	28052
807.013	33082
807.081	34392
807.149	31326
807.218	25323
807.286	18816
807.354	15105
807.423	15514
807.491	20034
807.559	26501
807.627	32099
807.695	34256
807.763	32153
807.831	26583
807.899	20058
807.967	15415
808.035	14731
808.103	18169
808.171	24038
808.239	30067
808.307	33012
808.375	31899
808.443	27158
808.51	20866
808.578	15805
808.646	13968
808.713	16222
808.781	21593
808.849	27581
808.916	31537
808.984	31733
809.051	28085
809.119	22191
809.186	16490
809.254	13674
809.321	14684
809.389	19219
809.456	25174
809.523	29652
809.591	31272
809.658	28761
809.725	23406
809.792	17653
809.859	13771
809.927	13464
809.994	16882
810.061	22562
810.128	27994
810.195	30575
810.262	29579
810.329	25142
810.396	19173
810.463	14356
810.53	12661
810.597	14837
810.663	19813
810.73	25310
810.797	29083
810.864	29472
810.93	26261
810.997	20757
811.064	15412
811.13	12453
811.197	12984
811.264	16775
811.33	22131
811.397	26690
811.463	28368
811.529	26495
811.596	21886
811.662	16552
811.729	12448
811.795	11552
811.861	13919
811.928	18460
811.994	23224
812.06	26154
812.126	25949
812.192	22605
812.258	17640
812.325	13119
812.391	10753
812.457	11569
812.523	14992
812.589	19659
812.655	23351
812.721	24617
812.786	22860
812.852	18808
812.918	14121
812.984	10746
813.05	9970
813.115	11990
813.181	15846
813.247	19944
813.313	22373
813.378	22348
813.444	19568
813.509	15395
813.575	11500
813.64	9408
813.706	9924
813.771	12523
813.837	16317
813.902	19463
813.968	20711
814.033	19419
814.098	16245
814.163	12568
814.229	9790
814.294	8908
814.359	10226
814.424	13114
814.489	16119
814.555	18027
814.62	17962
814.685	15916
814.75	12715
814.815	9666
814.88	8007
814.945	8438
815.009	10542
815.074	13467
815.139	15874
815.204	16771
815.269	15647
815.333	13107
815.398	10036
815.463	7710
815.528	6996
815.592	8162
815.657	10556
815.721	13213
815.786	14980
815.85	14933
815.915	13308
815.979	10716
816.044	7990
816.108	6460
816.173	6475
816.237	8039
816.301	10382
816.366	12471
816.43	13447
816.494	13005
816.558	11153
816.622	8645
816.686	6534
816.751	5490
816.815	5979
816.879	7583
816.943	9726
817.007	11302
817.071	11842
817.135	10914
817.199	9118
817.262	6993
817.326	5368
817.39	4894
817.454	5633
817.518	7169
817.581	8960
817.645	10118
817.709	10168
817.772	9165
817.836	7370
817.9	5624
817.963	4500
818.027	4369
818.09	5262
818.154	6662
818.217	8062
818.28	8867
818.344	8712
818.407	7666
818.47	6119
818.534	4715
818.597	3907
818.66	3967
818.723	4836
818.787	6072
818.85	7211
818.913	7660
818.976	7356
819.039	6305
819.102	5063
819.165	3913
819.228	3355
819.291	3597
819.354	4337
819.417	5360
819.48	6202
819.542	6345
819.605	6037
819.668	5162
819.731	4076
819.793	3252
819.856	2892
819.919	3118
819.981	3687
820.044	4474
820.106	4985
820.169	5113
820.231	4746
820.294	4047
820.356	3223
820.419	2629
820.481	2403
820.544	2576
820.606	3038
820.668	3574
820.73	3863
820.793	3952
820.855	3588
820.917	3069
820.979	2438
821.041	2024
821.103	1909
821.165	2090
821.227	2459
821.289	2846
821.351	3059
821.413	3068
821.475	2776
821.537	2312
821.599	1912
821.661	1621
821.723	1552
821.784	1703
821.846	1971
821.908	2212
821.97	2365
822.031	2350
822.093	2129
822.154	1825
822.216	1520
822.278	1356
822.339	1305
822.401	1426
822.462	1605
822.523	1795
822.585	1902
822.646	1832
822.707	1681
822.769	1445
822.83	1251
822.891	1141
822.952	1130
823.014	1212
823.075	1369
823.136	1505
823.197	1554
823.258	1460
823.319	1346
823.38	1188
823.441	1016
823.502	964
823.563	957
823.624	1053
823.685	1194
823.746	1255
823.806	1270
823.867	1232
823.928	1120
823.989	999
824.049	888
824.11	859
824.171	886
824.231	977
824.292	1046
824.352	1103
824.413	1145
824.473	1099
824.534	998
824.594	880
824.655	818
824.715	791
824.775	812
824.836	900
824.896	985
824.956	1051
825.016	1069
825.076	1042
825.137	950
825.197	848
825.257	759
825.317	746
825.377	767
825.437	839
825.497	948
825.557	1019
825.617	1065
825.677	1041
825.737	939
825.796	848
825.856	768
825.916	733
825.976	747
826.035	827
826.095	922
826.155	1010
826.214	1078
826.274	1095
826.334	1011
826.393	871
826.453	791
826.512	722
826.572	747
826.631	827
826.69	926
826.75	1046
826.809	1137
826.868	1131
826.928	1043
826.987	948
827.046	822
827.105	754
827.165	773
827.224	837
827.283	961
827.342	1070
827.401	1158
827.46	1198
827.519	1121
827.578	987
827.637	869
827.696	769
827.755	764
827.813	826
827.872	943
827.931	1092
827.99	1175
828.049	1196
828.107	1141
828.166	988
828.225	884
828.283	772
828.342	747
828.4	767
828.459	908
828.517	1039
828.576	1115
828.634	1183
828.693	1120
828.751	1009
828.809	845
828.868	760
828.926	691
828.984	768
829.042	854
829.101	1005
829.159	1098
829.217	1114
829.275	1081
829.333	934
829.391	828
829.449	733
829.507	669
829.565	721
829.623	837
829.681	958
829.739	1079
829.797	1099
829.855	1037
829.912	926
829.97	799
830.028	689
830.085	689
830.143	721
830.201	839
830.258	942
830.316	1013
830.374	1048
830.431	989
830.489	898
830.546	766
830.603	676
830.661	686
830.718	722
830.776	814
830.833	915
830.89	995
830.947	1019
831.005	952
831.062	814
831.119	728
831.176	661
831.233	652
831.29	677
831.348	775
831.405	866
831.462	921
831.519	904
831.575	861
831.632	751
831.689	661
831.746	602
831.803	589
831.86	648
831.916	703
831.973	769
832.03	818
832.087	827
832.143	767
832.2	665
832.256	595
832.313	534
832.37	531
832.426	583
832.483	637
832.539	685
832.595	695
832.652	714
832.708	664
832.764	598
832.821	532
832.877	491
832.933	495
832.989	507
833.046	554
833.102	611
833.158	636
833.214	634
833.27	586
833.326	556
833.382	510
833.438	459
833.494	451
833.55	481
833.606	502
833.662	541
833.718	559
833.773	549
833.829	547
833.885	502
833.941	460
833.996	461
834.052	420
834.107	446
834.163	462
834.219	484
834.274	515
834.33	524
834.385	517
834.441	480
834.496	460
834.551	435
834.607	403
834.662	412
834.717	426
834.773	448
834.828	469
834.883	481
834.938	490
834.993	470
835.049	436
835.104	418
835.159	402
835.214	406
835.269	393
835.324	417
835.379	435
835.434	472
835.489	469
835.543	463
835.598	466
835.653	419
835.708	416
835.763	382
835.817	378
835.872	403
835.927	417
835.981	432
836.036	465
836.09	464
836.145	466
836.2	447
836.254	426
836.308	400
836.363	384
836.417	377
836.472	394
836.526	402
836.58	423
836.635	454
836.689	472
836.743	480
836.797	463
836.851	443
836.905	413
836.96	393
837.014	373
837.068	388
837.122	397
837.176	426
837.23	463
837.284	481
837.337	503
837.391	473
837.445	472
837.499	425
837.553	410
837.607	378
837.66	374
837.714	392
837.768	437
837.821	434
837.875	464
837.928	491
837.982	490
838.036	484
838.089	448
838.142	422
838.196	382
838.249	382
838.303	385
838.356	398
838.409	428
838.463	470
838.516	486
838.569	492
838.622	501
838.675	479
838.729	444
838.782	412
838.835	399
838.888	390
838.941	407
838.994	439
839.047	474
839.1	515
839.153	535
839.205	542
839.258	519
839.311	483
839.364	456
839.417	422
839.469	401
839.522	396
839.575	409
839.627	431
839.68	474
839.733	506
839.785	540
839.838	529
839.89	507
839.943	484
839.995	448
840.047	427
840.1	400
840.152	405
840.205	423
840.257	427
840.309	465
840.361	-3
840.414	3
840.466	0
840.518	-1
